"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","First_Author","Title","Publication_Year","Publication_Year_Z","Journal","Impact_Factor","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","First_Population","Second_Population","Plasticity_Category","Type","T1","T1_Number","T2","T2_Number","Treatment_Unit","high","Category","Measurement","Trait_Unit","Total_Shared_Control","Shared_Animal_Number","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)","Effect_Size","Variance","Effect_Size_Type","Variance_Type","Percentage_Transformation","Proportion_Transformation","n_(P1T1)_Adjusted","Mean_(P1T1)_Adjusted","SD_(P1T1)_Adjusted","n_(P1T2)_Adjusted","Mean_(P1T2)_Adjusted","SD_(P1T2)_Adjusted","n_(P2T1)_Adjusted","Mean_(P2T1)_Adjusted","SD_(P2T1)_Adjusted","n_(P2T2)_Adjusted","Mean_(P2T2)_Adjusted","SD_(P2T2)_Adjusted","Effect_Size_Adjusted","Variance_Adjusted","Precision","Effect_Size_Type_Adjusted","Variance_Type_Adjusted","Precision_Type"
644,44,1,44.1,44.2,2,17,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Glutamine","μM/gFW",3,234,17,0.341772151898734,0.330544332855424,17,0.333333333333333,0.313147262705139,17,0.154008438818565,0.182669236577998,17,0.132911392405063,0.139176561202284,0.122323412551441,0.254191469788523,0.00620931028179901,0.256768191682929,"No","No",5.66666666666667,0.341772151898734,0.330544332855424,5.66666666666667,0.333333333333333,0.313147262705139,5.66666666666667,0.154008438818565,0.182669236577998,5.66666666666667,0.132911392405063,0.139176561202284,0.122323412551441,0.762574409365569,-0.135918996085682,0.00620931028179901,0.765151131259975,-0.544954595292552
645,44,1,44.1,44.3,2,17,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Glutamine","μM/gFW",3,235,17,0.341772151898734,0.330544332855424,17,0.333333333333333,0.313147262705139,17,0.248945147679325,0.113080955976855,17,0.284810126582278,0.165272166427711,-0.15959145617818,0.138882130507253,-0.00810108914610052,0.141458852401659,"No","No",5.66666666666667,0.341772151898734,0.330544332855424,5.66666666666667,0.333333333333333,0.313147262705139,5.66666666666667,0.248945147679325,0.113080955976855,5.66666666666667,0.284810126582278,0.165272166427711,-0.15959145617818,0.41664639152176,-0.13568122937789,-0.00810108914610052,0.419223113416166,-0.498762047967036
646,44,1,44.2,44.3,2,17,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Glutamine","μM/gFW",3,236,17,0.154008438818565,0.182669236577998,17,0.132911392405063,0.139176561202284,17,0.248945147679325,0.113080955976855,17,0.284810126582278,0.165272166427711,-0.281914868729621,0.179199885215715,-0.0143103994278995,0.181776607110121,"No","No",5.66666666666667,0.154008438818565,0.182669236577998,5.66666666666667,0.132911392405063,0.139176561202284,5.66666666666667,0.248945147679325,0.113080955976855,5.66666666666667,0.284810126582278,0.165272166427711,-0.281914868729621,0.537599655647144,-0.135799154448303,-0.0143103994278995,0.54017637754155,-0.521639908262266
647,44,1,44.1,44.2,1,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,231,17,0.793248945147679,0.278353122404568,17,0.778481012658228,0.400132613456566,17,0.687763713080169,0.165272166427711,17,0.573839662447257,0.339242867930568,0.162302815721345,0.0467388378036501,0.0147548014292132,0.0550033006135675,"No","No",5.66666666666667,0.793248945147679,0.278353122404568,5.66666666666667,0.778481012658228,0.400132613456566,5.66666666666667,0.687763713080169,0.165272166427711,5.66666666666667,0.573839662447257,0.339242867930568,0.162302815721345,0.14021651341095,-0.13464791290829,0.0147548014292132,0.148480976220868,-0.312459653245116
648,44,1,44.1,44.3,1,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,232,17,0.793248945147679,0.278353122404568,17,0.778481012658228,0.400132613456566,17,0.822784810126582,0.53930917465885,17,0.573839662447257,0.165272166427712,0.341552173478328,0.052935803033007,0.031050197588939,0.0612002658429244,"No","No",5.66666666666667,0.793248945147679,0.278353122404568,5.66666666666667,0.778481012658228,0.400132613456566,5.66666666666667,0.822784810126582,0.53930917465885,5.66666666666667,0.573839662447257,0.165272166427712,0.341552173478328,0.158807409099021,-0.134830237625134,0.031050197588939,0.167071871908938,-0.344559634515801
649,44,1,44.2,44.3,1,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,233,17,0.687763713080169,0.165272166427711,17,0.573839662447257,0.339242867930568,17,0.822784810126582,0.53930917465885,17,0.573839662447257,0.165272166427712,0.179249357756984,0.0541075951752667,0.0162953961597258,0.0623720579851841,"No","No",5.66666666666667,0.687763713080169,0.165272166427711,5.66666666666667,0.573839662447257,0.339242867930568,5.66666666666667,0.822784810126582,0.53930917465885,5.66666666666667,0.573839662447257,0.165272166427712,0.179249357756984,0.1623227855258,-0.134860018451665,0.0162953961597258,0.170587248335717,-0.349842877091932
650,44,1,44.1,44.2,2,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,234,17,0.691983122362869,0.408831148531708,17,0.778481012658228,0.400132613456566,17,0.687763713080169,0.548007709733992,17,0.573839662447257,0.339242867930568,0.298878350727095,0.0939778738160543,0.0151714898846241,0.0965545957104603,"No","No",5.66666666666667,0.691983122362869,0.408831148531708,5.66666666666667,0.778481012658228,0.400132613456566,5.66666666666667,0.687763713080169,0.548007709733992,5.66666666666667,0.573839662447257,0.339242867930568,0.298878350727095,0.281933621448163,-0.135430786070954,0.0151714898846241,0.284510343342569,-0.450384471781715
651,44,1,44.1,44.3,2,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,235,17,0.691983122362869,0.408831148531708,17,0.778481012658228,0.400132613456566,17,0.687763713080169,0.304448727629996,17,0.573839662447257,0.165272166427712,0.298878350727095,0.0524792439183967,0.0151714898846241,0.0550559658128026,"No","No",5.66666666666667,0.691983122362869,0.408831148531708,5.66666666666667,0.778481012658228,0.400132613456566,5.66666666666667,0.687763713080169,0.304448727629996,5.66666666666667,0.573839662447257,0.165272166427712,0.298878350727095,0.15743773175519,-0.134818274246574,0.0151714898846241,0.160014453649596,-0.333252256196904
652,44,1,44.2,44.3,2,18,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Liver Muscle Glutamine","μM/gFW",3,236,17,0.687763713080169,0.548007709733992,17,0.573839662447257,0.339242867930568,17,0.687763713080169,0.304448727629996,17,0.573839662447257,0.165272166427712,0,0.0743106789597654,0,0.0768874008541713,"No","No",5.66666666666667,0.687763713080169,0.548007709733992,5.66666666666667,0.573839662447257,0.339242867930568,5.66666666666667,0.687763713080169,0.304448727629996,5.66666666666667,0.573839662447257,0.165272166427712,0,0.222932036879296,-0.135225783418953,0,0.225508758773702,-0.410994939967254
653,44,1,44.1,44.2,1,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,231,17,2.20437956204379,1.50478307504294,17,0.72992700729927,0.601913230017174,17,2.42335766423358,1.0232524910292,17,1.0948905109489,0.78248719902233,-0.310757156566537,0.107943256974721,-0.0282506505969579,0.116207719784638,"No","No",5.66666666666667,2.20437956204379,1.50478307504294,5.66666666666667,0.72992700729927,0.601913230017174,5.66666666666667,2.42335766423358,1.0232524910292,5.66666666666667,1.0948905109489,0.78248719902233,-0.310757156566537,0.323829770924162,-0.135530999431453,-0.0282506505969579,0.33209423373408,-0.471955913381796
654,44,1,44.1,44.3,1,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,232,17,2.20437956204379,1.50478307504294,17,0.72992700729927,0.601913230017174,17,3.12408759124088,1.50478307504294,17,0.948905109489051,0.541721907015459,0.0863319137394398,0.100230156223876,0.00784835579449453,0.108494619033793,"No","No",5.66666666666667,2.20437956204379,1.50478307504294,5.66666666666667,0.72992700729927,0.601913230017174,5.66666666666667,3.12408759124088,1.50478307504294,5.66666666666667,0.948905109489051,0.541721907015459,0.0863319137394398,0.300690468671627,-0.135479104017286,0.00784835579449453,0.308954931481544,-0.462296018285097
655,44,1,44.2,44.3,1,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,233,17,2.42335766423358,1.0232524910292,17,1.0948905109489,0.78248719902233,17,3.12408759124088,1.50478307504294,17,0.948905109489051,0.541721907015459,0.397089070305977,0.073351256275655,0.0360990063914524,0.0816157190855724,"No","No",5.66666666666667,2.42335766423358,1.0232524910292,5.66666666666667,1.0948905109489,0.78248719902233,5.66666666666667,3.12408759124088,1.50478307504294,5.66666666666667,0.948905109489051,0.541721907015459,0.397089070305977,0.220053768826965,-0.135212970587891,0.0360990063914524,0.228318231636882,-0.413332159206633
656,44,1,44.1,44.2,2,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,234,17,1.18248175182482,0.421339261012024,17,0.72992700729927,0.601913230017174,17,1.16788321167883,0.541721907015459,17,1.0948905109489,0.78248719902233,-0.417887628106721,0.0901690681679622,-0.0212125699546559,0.0927457900623681,"No","No",5.66666666666667,1.18248175182482,0.421339261012024,5.66666666666667,0.72992700729927,0.601913230017174,5.66666666666667,1.16788321167883,0.541721907015459,5.66666666666667,1.0948905109489,0.78248719902233,-0.417887628106721,0.270507204503886,-0.135398067108835,-0.0212125699546559,0.273083926398292,-0.444085139945983
657,44,1,44.1,44.3,2,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,235,17,1.18248175182482,0.421339261012024,17,0.72992700729927,0.601913230017174,17,1.85401459854015,1.14363513703264,17,0.948905109489051,0.541721907015459,0.187373667318661,0.0890220161207431,0.00951135367099804,0.091598738015149,"No","No",5.66666666666667,1.18248175182482,0.421339261012024,5.66666666666667,0.72992700729927,0.601913230017174,5.66666666666667,1.85401459854015,1.14363513703264,5.66666666666667,0.948905109489051,0.541721907015459,0.187373667318661,0.267066048362229,-0.135387664984985,0.00951135367099804,0.269642770256635,-0.442083444145833
658,44,1,44.2,44.3,2,19,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Axial Muscle Proline","μM/gFW",3,236,17,1.16788321167883,0.541721907015459,17,1.0948905109489,0.78248719902233,17,1.85401459854015,1.14363513703264,17,0.948905109489051,0.541721907015459,0.605261295425382,0.0842543368416705,0.0307239236256539,0.0868310587360764,"No","No",5.66666666666667,1.16788321167883,0.541721907015459,5.66666666666667,1.0948905109489,0.78248719902233,5.66666666666667,1.85401459854015,1.14363513703264,5.66666666666667,0.948905109489051,0.541721907015459,0.605261295425382,0.252763010525011,-0.135341393733526,0.0307239236256539,0.255339732419417,-0.43318529407588
659,44,1,44.1,44.2,1,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,231,17,2.4963503649635,1.14363513703264,17,1.2992700729927,1.0232524910292,17,6.2043795620438,5.05607113214428,17,1.56204379562044,1.20382646003436,0.726233147691991,0.122832880265944,0.0660211952447265,0.131097343075862,"No","No",5.66666666666667,2.4963503649635,1.14363513703264,5.66666666666667,1.2992700729927,1.0232524910292,5.66666666666667,6.2043795620438,5.05607113214428,5.66666666666667,1.56204379562044,1.20382646003436,0.726233147691991,0.368498640797833,-0.13561274561008,0.0660211952447265,0.37676310360775,-0.487247546932822
660,44,1,44.1,44.3,1,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,232,17,2.4963503649635,1.14363513703264,17,1.2992700729927,1.0232524910292,17,5.75182481751825,3.31052276509448,17,1.43065693430657,1.26401778303607,0.738356243856843,0.114235797946808,0.0671232948960766,0.122500260756725,"No","No",5.66666666666667,2.4963503649635,1.14363513703264,5.66666666666667,1.2992700729927,1.0232524910292,5.66666666666667,5.75182481751825,3.31052276509448,5.66666666666667,1.43065693430657,1.26401778303607,0.738356243856843,0.342707393840423,-0.135568146300749,0.0671232948960766,0.35097185665034,-0.478893242465718
661,44,1,44.2,44.3,1,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,233,17,6.2043795620438,5.05607113214428,17,1.56204379562044,1.20382646003436,17,5.75182481751825,3.31052276509448,17,1.43065693430657,1.26401778303607,0.0121230961648515,0.139406735665904,0.00110209965135014,0.147671198475821,"No","No",5.66666666666667,6.2043795620438,5.05607113214428,5.66666666666667,1.56204379562044,1.20382646003436,5.66666666666667,5.75182481751825,3.31052276509448,5.66666666666667,1.43065693430657,1.26401778303607,0.0121230961648515,0.418220206997712,-0.135683201783968,0.00110209965135014,0.426484669807629,-0.500501689181769
662,44,1,44.1,44.2,2,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,234,17,0.773722627737225,0.60191323001718,17,1.2992700729927,1.0232524910292,17,2.35036496350365,2.10669630506012,17,1.56204379562044,1.20382646003436,0.926919986702575,0.154281678198626,0.04705177597475,0.156858400093032,"No","No",5.66666666666667,0.773722627737225,0.60191323001718,5.66666666666667,1.2992700729927,1.0232524910292,5.66666666666667,2.35036496350365,2.10669630506012,5.66666666666667,1.56204379562044,1.20382646003436,0.926919986702575,0.462845034595879,-0.135733546174493,0.04705177597475,0.465421756490285,-0.508903868887994
663,44,1,44.1,44.3,2,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,235,17,0.773722627737225,0.60191323001718,17,1.2992700729927,1.0232524910292,17,2.93430656934307,2.46784424307043,17,1.43065693430657,1.26401778303607,1.23668188556852,0.159611398201632,0.0627757302319048,0.162188120096038,"No","No",5.66666666666667,0.773722627737225,0.60191323001718,5.66666666666667,1.2992700729927,1.0232524910292,5.66666666666667,2.93430656934307,2.46784424307043,5.66666666666667,1.43065693430657,1.26401778303607,1.23668188556852,0.478834194604895,-0.135749301233746,0.0627757302319048,0.481410916499301,-0.511960490302479
664,44,1,44.2,44.3,2,20,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Pectoral Fin Muscle Proline","μM/gFW",3,236,17,2.35036496350365,2.10669630506012,17,1.56204379562044,1.20382646003436,17,2.93430656934307,2.46784424307043,17,1.43065693430657,1.26401778303607,0.309761898865949,0.169722776676961,0.0157239542571548,0.172299498571367,"No","No",5.66666666666667,2.35036496350365,2.10669630506012,5.66666666666667,1.56204379562044,1.20382646003436,5.66666666666667,2.93430656934307,2.46784424307043,5.66666666666667,1.43065693430657,1.26401778303607,0.309761898865949,0.509168330030884,-0.135776471896974,0.0157239542571548,0.51174505192529,-0.517234496706194
665,44,1,44.1,44.2,1,21,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Proline","μM/gFW",3,231,17,2.23357664233577,1.14363513703264,17,1.63503649635036,0.601913230017176,17,2.75912408759124,2.52803556607214,17,2.13138686131387,0.963061168027482,-0.0537986567460406,0.0847858318655169,-0.00489078697691278,0.0930502946754343,"No","No",5.66666666666667,2.23357664233577,1.14363513703264,5.66666666666667,1.63503649635036,0.601913230017176,5.66666666666667,2.75912408759124,2.52803556607214,5.66666666666667,2.13138686131387,0.963061168027482,-0.0537986567460406,0.254357495596551,-0.135346809719809,-0.00489078697691278,0.262621958406468,-0.437836797396577
666,44,1,44.1,44.3,1,21,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Proline","μM/gFW",3,232,17,2.23357664233577,1.14363513703264,17,1.63503649635036,0.601913230017176,17,2.87591240875912,2.10669630506012,17,1.1970802919708,1.14363513703264,0.564545431376391,0.108646481879538,0.0513223119433083,0.116910944689455,"No","No",5.66666666666667,2.23357664233577,1.14363513703264,5.66666666666667,1.63503649635036,0.601913230017176,5.66666666666667,2.87591240875912,2.10669630506012,5.66666666666667,1.1970802919708,1.14363513703264,0.564545431376391,0.325939445638614,-0.135535364358207,0.0513223119433083,0.334203908448531,-0.472770094930418
667,44,1,44.2,44.3,1,21,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","River Warnow","Gager/Rugia","Acclimation","Temperature","4",4,"15",15,"℃","T2","Biochemical Assay","Liver Muscle Proline","μM/gFW",3,233,17,2.75912408759124,2.52803556607214,17,2.13138686131387,0.963061168027482,17,2.87591240875912,2.10669630506012,17,1.1970802919708,1.14363513703264,0.618344088122431,0.14664559796942,0.056213098920221,0.154910060779337,"No","No",5.66666666666667,2.75912408759124,2.52803556607214,5.66666666666667,2.13138686131387,0.963061168027482,5.66666666666667,2.87591240875912,2.10669630506012,5.66666666666667,1.1970802919708,1.14363513703264,0.618344088122431,0.439936793908259,-0.135708977541047,0.056213098920221,0.448201256718177,-0.505367931075719
668,44,1,44.1,44.2,2,21,"Schaarschmidt, T.","A comparison of transport-related gill enzyme activities and tissue-specific free amino acid concentrations of Baltic Sea (brackish water) and freshwater threespine sticklebacks, Gasterosteus aculeatus, after salinity and temperature acclimation",1999,-1.09705854340572,"Marine Biology",2.573,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Beke","River Warnow","Acclimation","Salinity","0.3",0.3,"20",20,"ppt","T2","Biochemical Assay","Liver Muscle Proline","μM/gFW",3,234,17,0.759124087591241,0.541721907015459,17,1.63503649635036,0.601913230017176,17,2.24817518248175,2.16688762806184,17,2.13138686131387,0.963061168027482,0.820601133418955,0.104583970054852,0.0416548798689825,0.107160691949258,"No","No",5.66666666666667,0.759124087591241,0.541721907015459,5.66666666666667,1.63503649635036,0.601913230017176,5.66666666666667,2.24817518248175,2.16688762806184,5.66666666666667,2.13138686131387,0.963061168027482,0.820601133418955,0.313751910164555,-0.13550933833878,0.0416548798689825,0.316328632058961,-0.465527714138758
