"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","RNG","First_Author","Title","Publication_Year","Journal","Impact_Factor","Scientific_Name","Ecosystem","First_Population","Second_Population","Type","T1","T2","Treatment_Unit","Category","Measurement","Trait_Unit","Percentage_Transformation","Proportion_Transformation","Plasticity_Category","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)"
773,46,1,46.1,46.11,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Jammu","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.93,0.853814968245462,250,0.486,1.09098579275809,250,1.333,1.29653384066904,250,1.015,1.13841995766062
774,46,1,46.1,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Jammu","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.93,0.853814968245462,250,0.486,1.09098579275809,250,1.441,0.996117462953039,250,1.035,1.23328828746567
775,46,1,46.1,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Jammu","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.93,0.853814968245462,250,0.486,1.09098579275809,250,0.988,0.648266920334518,250,0.65,0.853814968245462
776,46,1,46.1,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Jammu","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.93,0.853814968245462,250,0.486,1.09098579275809,250,0.937,0.901249133147988,250,0.676,1.26491106406735
777,46,1,46.1,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Jammu","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.93,0.853814968245462,250,0.486,1.09098579275809,250,0.967,0.66407830863536,250,0.573,1.09098579275809
778,46,1,46.2,46.3,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Bhopal","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.518,1.05936301615641,250,0.3,0.932871909749672
779,46,1,46.2,46.4,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Indore","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.391,1.02774023955472,250,0.243,0.474341649025257
780,46,1,46.2,46.5,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Nagpur","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.5,0.964494686351356,250,0.208,0.66407830863536
781,46,1,46.2,46.6,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Hyderabad","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.391,0.853814968245462,250,0.25,0.853814968245462
782,46,1,46.2,46.7,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Tirumala","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.284,0.948683298050514,250,0.178,0.695701085237043
783,46,1,46.2,46.8,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.37,0.822192191643779,250,0.118,0.458530260724415
784,46,1,46.2,46.9,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.375,1.04355162785557,250,0.168,0.711512473537885
785,46,1,46.2,46.11,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,1.333,1.29653384066904,250,1.015,1.13841995766062
786,46,1,46.2,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,1.441,0.996117462953039,250,1.035,1.23328828746567
787,46,1,46.2,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.988,0.648266920334518,250,0.65,0.853814968245462
788,46,1,46.2,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.937,0.901249133147988,250,0.676,1.26491106406735
789,46,1,46.2,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Rohtak","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.624,0.885437744847146,250,0.49,1.09098579275809,250,0.967,0.66407830863536,250,0.573,1.09098579275809
790,46,1,46.3,46.4,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Indore","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.391,1.02774023955472,250,0.243,0.474341649025257
791,46,1,46.3,46.5,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Nagpur","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.5,0.964494686351356,250,0.208,0.66407830863536
792,46,1,46.3,46.6,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Hyderabad","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.391,0.853814968245462,250,0.25,0.853814968245462
793,46,1,46.3,46.7,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Tirumala","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.284,0.948683298050514,250,0.178,0.695701085237043
794,46,1,46.3,46.8,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.37,0.822192191643779,250,0.118,0.458530260724415
795,46,1,46.3,46.9,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.375,1.04355162785557,250,0.168,0.711512473537885
796,46,1,46.3,46.11,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,1.333,1.29653384066904,250,1.015,1.13841995766062
797,46,1,46.3,46.12,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,1.441,0.996117462953039,250,1.035,1.23328828746567
798,46,1,46.3,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.988,0.648266920334518,250,0.65,0.853814968245462
799,46,1,46.3,46.14,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.937,0.901249133147988,250,0.676,1.26491106406735
800,46,1,46.3,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Bhopal","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.518,1.05936301615641,250,0.3,0.932871909749672,250,0.967,0.66407830863536,250,0.573,1.09098579275809
801,46,1,46.4,46.5,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Nagpur","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.5,0.964494686351356,250,0.208,0.66407830863536
802,46,1,46.4,46.6,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Hyderabad","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.391,0.853814968245462,250,0.25,0.853814968245462
803,46,1,46.4,46.7,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Tirumala","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.284,0.948683298050514,250,0.178,0.695701085237043
804,46,1,46.4,46.8,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.37,0.822192191643779,250,0.118,0.458530260724415
805,46,1,46.4,46.9,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.375,1.04355162785557,250,0.168,0.711512473537885
806,46,1,46.4,46.11,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,1.333,1.29653384066904,250,1.015,1.13841995766062
807,46,1,46.4,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,1.441,0.996117462953039,250,1.035,1.23328828746567
808,46,1,46.4,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.988,0.648266920334518,250,0.65,0.853814968245462
809,46,1,46.4,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.937,0.901249133147988,250,0.676,1.26491106406735
810,46,1,46.4,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Indore","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,1.02774023955472,250,0.243,0.474341649025257,250,0.967,0.66407830863536,250,0.573,1.09098579275809
811,46,1,46.5,46.6,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Hyderabad","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.391,0.853814968245462,250,0.25,0.853814968245462
812,46,1,46.5,46.7,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Tirumala","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.284,0.948683298050514,250,0.178,0.695701085237043
813,46,1,46.5,46.8,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.37,0.822192191643779,250,0.118,0.458530260724415
814,46,1,46.5,46.9,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.375,1.04355162785557,250,0.168,0.711512473537885
815,46,1,46.5,46.11,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,1.333,1.29653384066904,250,1.015,1.13841995766062
816,46,1,46.5,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,1.441,0.996117462953039,250,1.035,1.23328828746567
817,46,1,46.5,46.13,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.988,0.648266920334518,250,0.65,0.853814968245462
818,46,1,46.5,46.14,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.937,0.901249133147988,250,0.676,1.26491106406735
819,46,1,46.5,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Nagpur","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.5,0.964494686351356,250,0.208,0.66407830863536,250,0.967,0.66407830863536,250,0.573,1.09098579275809
820,46,1,46.6,46.7,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Tirumala","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.284,0.948683298050514,250,0.178,0.695701085237043
821,46,1,46.6,46.8,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.37,0.822192191643779,250,0.118,0.458530260724415
822,46,1,46.6,46.9,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.375,1.04355162785557,250,0.168,0.711512473537885
823,46,1,46.6,46.11,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,1.333,1.29653384066904,250,1.015,1.13841995766062
824,46,1,46.6,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,1.441,0.996117462953039,250,1.035,1.23328828746567
825,46,1,46.6,46.13,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.988,0.648266920334518,250,0.65,0.853814968245462
826,46,1,46.6,46.14,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.937,0.901249133147988,250,0.676,1.26491106406735
827,46,1,46.6,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Hyderabad","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.391,0.853814968245462,250,0.25,0.853814968245462,250,0.967,0.66407830863536,250,0.573,1.09098579275809
828,46,1,46.7,46.8,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Madras","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,0.37,0.822192191643779,250,0.118,0.458530260724415
829,46,1,46.7,46.9,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,0.375,1.04355162785557,250,0.168,0.711512473537885
830,46,1,46.7,46.11,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,1.333,1.29653384066904,250,1.015,1.13841995766062
831,46,1,46.7,46.12,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,1.441,0.996117462953039,250,1.035,1.23328828746567
832,46,1,46.7,46.13,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,0.988,0.648266920334518,250,0.65,0.853814968245462
